city,month,seasonal_factor,trust_week,declared_hourly_rate,claims_last_month,years_on_platform,flood_risk_score,heat_risk_score,ward_disruption_freq,city_median_hourly,city_base_premium,weekly_premium
delhi,4,0.9,1,71.73,3,0.75,0.308,0.733,0.103,60,85,94.15
pune,3,0.9,5,55.0,2,0.23,0.308,0.154,0.006,55,65,67.97
bangalore,7,1.5,1,62.2,3,2.75,0.32,0.21,0.024,58,80,120.0
delhi,9,1.0,9,59.97,2,3.11,0.341,0.859,0.08,60,85,97.21
pune,3,0.9,1,38.89,2,4.57,0.097,0.323,0.022,55,65,63.6
mumbai,6,1.5,1,73.15,1,2.96,0.786,0.191,0.103,65,100,120.0
chennai,2,0.8,5,56.07,2,2.06,0.521,0.364,0.068,62,95,91.13
chennai,9,1.0,1,66.81,1,3.05,0.713,0.32,0.112,62,95,106.95
pune,11,0.7,1,50.66,1,0.39,0.417,0.319,0.045,55,65,60.0
pune,7,1.5,9,45.21,4,0.84,0.208,0.397,0.013,55,65,108.56
chennai,5,1.3,1,79.87,5,4.39,0.744,0.247,0.096,62,95,120.0
mumbai,9,1.0,1,56.9,2,0.37,0.76,0.284,0.1,65,100,118.04
mumbai,11,0.7,1,58.61,3,4.02,0.927,0.221,0.121,65,100,86.51
mumbai,4,0.9,1,65.62,1,3.17,0.858,0.071,0.102,65,100,103.88
delhi,4,0.9,5,52.63,1,0.49,0.278,0.679,0.058,60,85,83.27
bangalore,5,1.3,1,53.87,2,0.23,0.358,0.406,0.11,58,80,118.07
delhi,8,1.3,9,56.13,3,2.33,0.471,0.692,0.084,60,85,120.0
chennai,8,1.3,1,75.27,0,4.65,0.792,0.474,0.072,62,95,120.0
chennai,2,0.8,1,68.03,3,0.21,0.705,0.549,0.056,62,95,97.06
chennai,5,1.3,5,66.85,1,3.93,0.565,0.701,0.062,62,95,120.0
pune,9,1.0,9,60.1,2,2.11,0.14,0.308,0.03,55,65,71.07
bangalore,0,0.7,9,62.08,0,3.49,0.328,0.275,0.033,58,80,60.0
chennai,5,1.3,1,75.25,3,3.68,0.527,0.688,0.077,62,95,120.0
bangalore,6,1.5,1,36.02,3,2.81,0.195,0.16,0.062,58,80,120.0
chennai,10,0.8,1,54.51,4,2.49,0.66,0.439,0.118,62,95,89.65
mumbai,1,0.7,1,64.98,1,0.22,0.777,0.264,0.098,65,100,84.35
bangalore,1,0.7,5,42.41,1,1.34,0.166,0.385,0.034,58,80,60.0
delhi,8,1.3,1,74.12,2,1.7,0.448,0.662,0.06,60,85,120.0
mumbai,5,1.3,5,80.28,0,4.17,0.856,0.119,0.111,65,100,120.0
delhi,11,0.7,1,74.78,2,1.54,0.236,0.614,0.044,60,85,73.14
pune,3,0.9,9,60.89,2,3.71,0.16,0.168,0.013,55,65,60.01
mumbai,4,0.9,1,60.29,2,2.61,0.664,0.248,0.1,65,100,108.19
pune,6,1.5,1,60.77,3,1.71,0.193,0.249,0.069,55,65,109.64
bangalore,9,1.0,1,50.24,2,2.66,0.198,0.348,0.065,58,80,89.43
mumbai,2,0.8,9,56.08,1,0.41,0.701,0.196,0.08,65,100,86.41
chennai,2,0.8,9,71.39,2,3.48,0.657,0.515,0.089,62,95,84.69
bangalore,9,1.0,1,32.96,1,0.97,0.299,0.287,0.06,58,80,86.05
bangalore,7,1.5,9,69.37,3,3.27,0.23,0.447,0.081,58,80,120.0
mumbai,10,0.8,1,59.89,0,1.05,0.854,0.298,0.071,65,100,99.96
pune,8,1.3,1,72.44,7,1.59,0.189,0.231,0.021,55,65,98.09
bangalore,1,0.7,5,43.57,1,4.72,0.4,0.227,0.034,58,80,60.0
chennai,0,0.7,1,46.56,0,2.37,0.711,0.433,0.08,62,95,73.87
pune,8,1.3,5,30.0,3,4.12,0.1,0.383,0.008,55,65,85.78
delhi,3,0.9,5,70.76,3,0.37,0.233,0.663,0.042,60,85,86.11
bangalore,0,0.7,5,64.26,2,2.61,0.177,0.151,0.084,58,80,60.0
mumbai,6,1.5,1,63.72,4,4.32,0.755,0.179,0.126,65,100,120.0
delhi,6,1.5,5,63.56,4,3.56,0.258,0.648,0.058,60,85,120.0
bangalore,5,1.3,9,41.93,1,1.2,0.316,0.21,0.015,58,80,108.25
mumbai,1,0.7,1,85.3,1,0.91,0.762,0.229,0.078,65,100,84.11
chennai,1,0.7,9,67.82,1,4.78,0.653,0.559,0.074,62,95,71.02
delhi,11,0.7,5,57.11,4,1.49,0.315,0.554,0.087,60,85,63.81
bangalore,1,0.7,1,58.42,3,2.78,0.103,0.278,0.04,58,80,60.0
delhi,6,1.5,1,58.86,4,3.56,0.529,0.701,0.116,60,85,120.0
pune,9,1.0,5,72.21,4,4.63,0.338,0.225,0.067,55,65,71.51
delhi,6,1.5,9,62.6,3,4.84,0.478,0.892,0.071,60,85,120.0
bangalore,11,0.7,1,74.92,0,0.64,0.285,0.267,0.071,58,80,60.0
delhi,8,1.3,5,73.76,2,0.82,0.346,0.674,0.047,60,85,120.0
mumbai,3,0.9,9,72.95,3,1.06,0.719,0.09,0.066,65,100,100.88
delhi,10,0.8,5,74.3,2,1.36,0.247,0.68,0.075,60,85,76.41
mumbai,9,1.0,1,64.23,3,3.83,0.854,0.146,0.117,65,100,120.0
bangalore,7,1.5,5,55.37,6,2.07,0.245,0.494,0.04,58,80,120.0
chennai,6,1.5,5,45.02,3,4.84,0.722,0.412,0.03,62,95,120.0
pune,7,1.5,5,66.39,3,0.21,0.062,0.082,0.021,55,65,101.28
delhi,3,0.9,9,59.85,3,4.69,0.472,0.636,0.142,60,85,84.65
pune,2,0.8,1,68.01,2,4.27,0.177,0.132,0.018,55,65,60.0
bangalore,9,1.0,5,53.96,1,2.64,0.326,0.368,0.065,58,80,84.97
pune,2,0.8,1,57.35,1,1.05,0.207,0.11,0.053,55,65,60.0
mumbai,11,0.7,1,71.57,3,0.69,0.714,0.117,0.108,65,100,85.43
mumbai,11,0.7,1,40.28,1,2.64,0.855,0.145,0.134,65,100,78.87
delhi,4,0.9,9,57.05,3,1.65,0.486,0.714,0.058,60,85,88.41
pune,7,1.5,1,49.53,3,3.78,0.319,0.185,0.035,55,65,104.46
mumbai,3,0.9,1,64.68,2,1.98,0.838,0.238,0.131,65,100,107.94
chennai,2,0.8,9,51.89,2,3.12,0.671,0.541,0.086,62,95,88.82
mumbai,7,1.5,5,70.49,2,0.93,0.886,0.183,0.079,65,100,120.0
pune,2,0.8,1,57.09,3,0.18,0.19,0.239,0.026,55,65,61.54
pune,6,1.5,9,42.76,7,1.62,0.221,0.276,0.064,55,65,108.22
pune,5,1.3,1,48.09,2,1.7,0.083,0.19,0.035,55,65,87.89
pune,3,0.9,9,47.96,0,1.97,0.299,0.0,0.044,55,65,60.0
bangalore,4,0.9,9,75.97,1,2.49,0.493,0.193,0.066,58,80,71.1
pune,2,0.8,1,62.79,0,2.0,0.281,0.102,0.019,55,65,60.0
bangalore,8,1.3,9,52.08,2,1.7,0.241,0.442,0.033,58,80,115.94
chennai,9,1.0,9,52.9,2,4.77,0.603,0.522,0.103,62,95,106.57
chennai,0,0.7,1,54.78,1,4.68,0.729,0.464,0.115,62,95,74.88
bangalore,10,0.8,5,61.07,3,2.43,0.348,0.339,0.053,58,80,69.47
mumbai,1,0.7,1,67.92,0,2.79,0.899,0.178,0.106,65,100,78.44
pune,3,0.9,1,55.15,1,4.3,0.248,0.105,0.029,55,65,60.0
chennai,2,0.8,1,53.35,1,1.73,0.682,0.549,0.082,62,95,91.44
pune,6,1.5,9,76.76,1,0.57,0.166,0.103,0.061,55,65,97.52
pune,7,1.5,1,41.7,0,3.94,0.184,0.294,0.007,55,65,106.06
delhi,5,1.3,9,59.21,1,4.66,0.55,0.707,0.056,60,85,118.82
pune,1,0.7,1,61.16,5,2.29,0.118,0.333,0.078,55,65,60.0
bangalore,4,0.9,5,58.55,0,1.36,0.356,0.486,0.045,58,80,77.37
mumbai,6,1.5,1,43.35,4,1.21,0.987,0.242,0.101,65,100,120.0
chennai,1,0.7,1,54.67,1,2.22,0.75,0.492,0.112,62,95,79.98
bangalore,11,0.7,5,74.39,0,3.78,0.244,0.259,0.045,58,80,60.0
delhi,10,0.8,5,70.28,1,4.64,0.436,0.589,0.1,60,85,69.8
mumbai,10,0.8,5,57.69,0,3.04,0.88,0.49,0.114,65,100,92.66
mumbai,11,0.7,1,88.41,1,0.35,0.827,0.187,0.085,65,100,80.5
chennai,9,1.0,1,49.04,1,4.88,0.568,0.288,0.088,62,95,103.66
chennai,6,1.5,5,71.12,2,3.02,0.853,0.418,0.096,62,95,120.0
bangalore,2,0.8,1,72.46,1,1.08,0.421,0.147,0.034,58,80,71.17
mumbai,3,0.9,1,84.8,1,2.02,0.728,0.137,0.111,65,100,102.91
chennai,8,1.3,5,56.43,4,0.4,0.528,0.408,0.103,62,95,120.0
bangalore,6,1.5,9,71.68,3,0.11,0.55,0.313,0.021,58,80,120.0
delhi,9,1.0,5,66.59,1,2.3,0.441,0.681,0.075,60,85,91.82
delhi,1,0.7,1,38.35,1,1.59,0.448,0.551,0.087,60,85,68.78
chennai,0,0.7,9,71.55,2,2.69,0.71,0.468,0.08,62,95,73.06
delhi,9,1.0,1,62.3,3,4.56,0.311,0.595,0.065,60,85,97.12
delhi,10,0.8,1,75.67,2,1.99,0.446,0.395,0.083,60,85,78.36
pune,9,1.0,1,58.85,0,3.51,0.184,0.276,0.051,55,65,67.97
bangalore,2,0.8,5,73.85,3,1.88,0.354,0.388,0.041,58,80,72.06
delhi,1,0.7,1,62.41,1,0.42,0.461,0.693,0.073,60,85,64.28
pune,4,0.9,5,50.98,2,0.71,0.168,0.211,0.061,55,65,63.61
pune,7,1.5,9,68.2,3,4.69,0.198,0.127,0.001,55,65,92.89
bangalore,5,1.3,9,72.82,1,4.23,0.106,0.224,0.037,58,80,99.11
delhi,9,1.0,5,54.06,1,2.98,0.35,0.71,0.057,60,85,90.4
mumbai,8,1.3,5,76.92,1,3.7,0.919,0.385,0.113,65,100,120.0
delhi,3,0.9,1,46.84,2,2.61,0.509,0.571,0.045,60,85,84.28
pune,1,0.7,1,66.3,3,4.76,0.152,0.193,0.054,55,65,60.0
chennai,9,1.0,1,69.98,2,1.82,0.624,0.497,0.108,62,95,108.44
mumbai,9,1.0,1,61.5,2,1.19,0.991,0.247,0.098,65,100,120.0
chennai,7,1.5,1,55.64,3,2.18,0.803,0.669,0.075,62,95,120.0
chennai,3,0.9,1,76.61,0,0.71,0.573,0.437,0.077,62,95,94.68
chennai,2,0.8,9,75.09,3,4.01,0.82,0.522,0.076,62,95,87.75
chennai,6,1.5,1,71.19,1,0.58,0.769,0.492,0.073,62,95,120.0
delhi,8,1.3,1,43.98,3,0.57,0.291,0.782,0.072,60,85,120.0
chennai,4,0.9,1,51.98,3,0.4,0.716,0.673,0.095,62,95,107.72
delhi,8,1.3,1,57.59,4,0.37,0.319,0.826,0.086,60,85,120.0
pune,4,0.9,1,64.17,2,1.87,0.139,0.22,0.052,55,65,60.0
pune,2,0.8,1,51.67,3,3.06,0.329,0.084,0.078,55,65,60.0
pune,11,0.7,5,46.96,2,3.62,0.077,0.329,0.044,55,65,60.0
bangalore,2,0.8,5,57.8,3,4.08,0.289,0.164,0.063,58,80,68.55
pune,0,0.7,1,39.21,1,3.38,0.132,0.0,0.052,55,65,60.0
pune,6,1.5,5,42.22,3,3.01,0.183,0.279,0.07,55,65,104.33
delhi,6,1.5,9,53.78,3,4.66,0.268,0.683,0.063,60,85,120.0
chennai,1,0.7,9,58.46,0,4.29,0.606,0.633,0.054,62,95,67.22
mumbai,3,0.9,9,85.33,2,4.87,0.802,0.105,0.095,65,100,95.91
bangalore,5,1.3,5,45.56,1,2.11,0.367,0.173,0.03,58,80,108.09
bangalore,9,1.0,5,61.25,1,3.15,0.201,0.155,0.068,58,80,80.98
pune,10,0.8,9,71.88,3,4.69,0.152,0.249,0.052,55,65,60.0
pune,8,1.3,9,48.34,2,4.83,0.132,0.047,0.042,55,65,80.61
bangalore,6,1.5,1,59.47,6,3.85,0.245,0.235,0.034,58,80,120.0
pune,2,0.8,5,70.86,0,4.82,0.121,0.203,0.014,55,65,60.0
bangalore,11,0.7,9,30.0,1,2.78,0.313,0.213,0.057,58,80,60.0
mumbai,7,1.5,1,61.92,1,0.18,0.844,0.211,0.102,65,100,120.0
mumbai,4,0.9,1,73.06,0,4.35,0.838,0.101,0.101,65,100,96.08
delhi,6,1.5,9,56.97,1,1.04,0.179,0.659,0.078,60,85,120.0
bangalore,4,0.9,1,44.86,3,2.51,0.0,0.149,0.063,58,80,75.11
chennai,8,1.3,1,79.46,2,0.93,0.511,0.461,0.081,62,95,120.0
delhi,7,1.5,1,72.42,2,2.54,0.279,0.795,0.05,60,85,120.0
bangalore,3,0.9,5,51.05,2,3.74,0.331,0.275,0.081,58,80,72.28
bangalore,9,1.0,1,39.0,0,0.71,0.311,0.457,0.066,58,80,87.49
delhi,4,0.9,5,59.51,3,0.35,0.405,0.849,0.052,60,85,91.1
bangalore,4,0.9,1,55.6,2,3.53,0.325,0.095,0.102,58,80,77.08
delhi,5,1.3,1,54.26,3,3.65,0.602,0.706,0.081,60,85,120.0
bangalore,5,1.3,1,64.59,0,2.31,0.332,0.331,0.027,58,80,107.12
bangalore,0,0.7,1,70.15,2,2.85,0.255,0.251,0.072,58,80,60.0
mumbai,6,1.5,1,48.27,0,1.86,0.741,0.178,0.088,65,100,120.0
delhi,2,0.8,5,71.66,2,3.97,0.471,0.733,0.047,60,85,77.91
chennai,4,0.9,1,63.82,1,3.92,0.526,0.383,0.047,62,95,92.83
pune,1,0.7,9,69.3,0,1.84,0.0,0.375,0.041,55,65,60.0
delhi,9,1.0,9,76.21,3,2.77,0.529,0.787,0.085,60,85,94.76
delhi,8,1.3,5,64.37,1,0.95,0.51,0.481,0.099,60,85,120.0
mumbai,9,1.0,1,48.44,2,4.33,0.809,0.272,0.09,65,100,117.35
delhi,0,0.7,9,65.29,4,2.75,0.404,0.841,0.065,60,85,68.28
pune,0,0.7,1,54.38,0,2.01,0.25,0.188,0.047,55,65,60.0
delhi,5,1.3,5,57.17,3,2.27,0.253,0.563,0.096,60,85,120.0
mumbai,0,0.7,5,50.62,2,2.93,0.889,0.178,0.097,65,100,81.58
mumbai,3,0.9,1,93.71,0,1.05,0.789,0.257,0.083,65,100,105.15
mumbai,8,1.3,5,73.54,2,1.03,1.0,0.02,0.089,65,100,120.0
bangalore,6,1.5,1,42.71,1,4.9,0.46,0.373,0.055,58,80,120.0
bangalore,6,1.5,5,34.76,4,4.54,0.104,0.517,0.069,58,80,120.0
mumbai,3,0.9,9,57.36,1,3.07,0.829,0.4,0.108,65,100,105.98
pune,9,1.0,9,63.59,0,1.31,0.439,0.419,0.027,55,65,72.9
pune,6,1.5,5,59.6,1,3.78,0.199,0.02,0.028,55,65,89.14
delhi,0,0.7,5,64.51,3,2.13,0.534,0.804,0.052,60,85,69.98
mumbai,8,1.3,1,57.7,6,1.75,0.711,0.219,0.082,65,100,120.0
mumbai,9,1.0,1,54.24,1,3.13,0.885,0.089,0.126,65,100,119.14
bangalore,3,0.9,1,70.04,3,0.41,0.42,0.318,0.067,58,80,85.09
mumbai,2,0.8,1,73.46,4,1.38,0.835,0.173,0.066,65,100,101.58
delhi,3,0.9,5,76.93,0,2.69,0.425,0.6,0.115,60,85,80.31
bangalore,5,1.3,1,57.31,2,0.42,0.125,0.2,0.071,58,80,108.9
chennai,7,1.5,1,36.77,3,4.92,0.572,0.595,0.048,62,95,120.0
bangalore,9,1.0,9,62.24,0,0.55,0.272,0.337,0.075,58,80,79.64
mumbai,10,0.8,5,73.09,3,4.55,0.893,0.29,0.091,65,100,91.3
pune,1,0.7,1,50.93,0,4.63,0.125,0.2,0.063,55,65,60.0
chennai,9,1.0,9,58.69,2,4.9,0.806,0.621,0.098,62,95,105.42
bangalore,0,0.7,1,35.47,1,1.5,0.285,0.363,0.048,58,80,66.17
delhi,6,1.5,5,77.61,2,3.31,0.523,0.621,0.03,60,85,120.0
chennai,0,0.7,1,67.52,1,2.89,0.723,0.463,0.086,62,95,74.55
bangalore,0,0.7,1,78.77,1,0.97,0.391,0.453,0.006,58,80,62.52
chennai,11,0.7,5,60.55,2,2.65,0.791,0.331,0.079,62,95,75.31
bangalore,9,1.0,5,65.03,0,3.4,0.507,0.339,0.024,58,80,88.72
bangalore,7,1.5,1,53.13,4,2.82,0.045,0.226,0.088,58,80,120.0
delhi,8,1.3,5,49.57,3,2.3,0.475,0.765,0.088,60,85,120.0
bangalore,3,0.9,5,41.81,2,2.97,0.269,0.181,0.056,58,80,74.85
mumbai,1,0.7,1,62.18,3,0.46,0.784,0.266,0.082,65,100,91.11
chennai,4,0.9,1,65.16,3,1.38,0.822,0.535,0.093,62,95,108.86
mumbai,9,1.0,1,60.49,2,4.01,0.763,0.331,0.076,65,100,114.08
delhi,9,1.0,5,73.45,2,1.96,0.348,0.661,0.031,60,85,101.12
pune,3,0.9,1,61.75,1,0.74,0.099,0.281,0.09,55,65,60.0
bangalore,4,0.9,9,74.8,0,2.79,0.337,0.292,0.078,58,80,67.53
pune,3,0.9,5,51.7,1,2.27,0.241,0.145,0.053,55,65,62.53
pune,9,1.0,9,48.79,2,2.83,0.222,0.146,0.036,55,65,65.95
mumbai,11,0.7,1,79.32,2,4.87,1.0,0.364,0.144,65,100,85.07
delhi,3,0.9,1,64.04,0,2.21,0.491,0.8,0.051,60,85,88.21
delhi,6,1.5,1,59.7,4,4.7,0.441,0.736,0.094,60,85,120.0
chennai,0,0.7,1,48.73,2,0.83,0.787,0.517,0.065,62,95,79.38
pune,10,0.8,5,71.44,4,0.59,0.216,0.158,0.042,55,65,64.74
mumbai,3,0.9,5,66.76,5,0.39,0.866,0.093,0.097,65,100,111.78
chennai,7,1.5,9,74.53,2,3.39,0.767,0.336,0.114,62,95,120.0
delhi,9,1.0,5,71.38,2,4.29,0.352,0.502,0.045,60,85,92.87
pune,10,0.8,5,74.37,3,4.38,0.143,0.267,0.054,55,65,60.0
mumbai,1,0.7,1,59.38,2,1.71,0.731,0.182,0.059,65,100,82.95
delhi,11,0.7,1,43.97,0,0.47,0.516,0.712,0.111,60,85,68.92
mumbai,2,0.8,1,71.02,1,0.67,0.866,0.214,0.124,65,100,102.87
chennai,7,1.5,5,59.55,1,1.23,0.742,0.536,0.03,62,95,120.0
pune,10,0.8,9,40.18,3,4.08,0.352,0.182,0.045,55,65,60.0
chennai,11,0.7,1,69.65,3,0.88,0.692,0.435,0.084,62,95,81.88
delhi,9,1.0,5,69.5,1,0.45,0.234,0.765,0.061,60,85,95.6
delhi,0,0.7,1,50.89,1,4.12,0.462,0.487,0.092,60,85,67.1
bangalore,0,0.7,5,64.35,1,0.72,0.288,0.259,0.075,58,80,60.0
chennai,9,1.0,5,86.99,0,2.13,0.481,0.66,0.096,62,95,106.08
mumbai,2,0.8,1,73.82,3,2.41,0.806,0.177,0.093,65,100,97.34
mumbai,1,0.7,9,73.74,1,0.29,0.844,0.158,0.082,65,100,84.19
pune,2,0.8,9,58.59,1,0.92,0.132,0.355,0.057,55,65,60.0
chennai,0,0.7,1,66.11,2,0.47,0.773,0.644,0.07,62,95,87.35
mumbai,11,0.7,9,72.21,1,4.67,0.645,0.223,0.086,65,100,73.67
mumbai,8,1.3,1,72.41,3,2.37,0.789,0.299,0.053,65,100,120.0
mumbai,9,1.0,1,88.92,2,1.29,0.706,0.204,0.112,65,100,117.98
chennai,11,0.7,1,62.3,0,2.99,0.519,0.52,0.115,62,95,72.39
mumbai,0,0.7,1,51.75,2,4.84,0.683,0.185,0.056,65,100,78.83
pune,6,1.5,5,79.81,1,3.47,0.243,0.149,0.019,55,65,93.82
delhi,11,0.7,1,59.44,2,3.85,0.556,0.696,0.053,60,85,70.53
delhi,9,1.0,5,51.72,2,4.6,0.486,0.774,0.061,60,85,100.9
chennai,1,0.7,9,73.44,0,2.27,0.783,0.633,0.094,62,95,73.33
bangalore,10,0.8,1,64.51,2,0.44,0.3,0.412,0.096,58,80,70.57
pune,7,1.5,1,45.2,5,4.81,0.293,0.141,0.082,55,65,102.53
chennai,11,0.7,1,50.52,1,2.44,0.569,0.488,0.073,62,95,74.13
bangalore,10,0.8,1,42.17,2,3.85,0.302,0.205,0.048,58,80,64.45
mumbai,2,0.8,1,65.57,1,1.98,0.779,0.342,0.085,65,100,92.39
mumbai,3,0.9,1,65.32,4,4.31,0.773,0.422,0.126,65,100,112.14
mumbai,6,1.5,1,41.7,4,3.34,0.928,0.174,0.06,65,100,120.0
bangalore,6,1.5,9,62.73,5,0.35,0.257,0.138,0.047,58,80,120.0
pune,5,1.3,9,42.6,1,1.99,0.0,0.177,0.044,55,65,80.55
delhi,6,1.5,1,62.51,4,0.61,0.344,0.707,0.089,60,85,120.0
mumbai,7,1.5,9,68.06,2,2.51,0.795,0.077,0.124,65,100,120.0
mumbai,11,0.7,1,82.84,0,1.36,0.689,0.183,0.132,65,100,75.79
delhi,0,0.7,1,56.32,1,4.95,0.411,0.668,0.081,60,85,63.03
chennai,0,0.7,5,46.15,3,0.58,0.656,0.649,0.125,62,95,82.93
mumbai,10,0.8,1,51.1,2,4.71,0.772,0.189,0.158,65,100,90.25
delhi,8,1.3,5,63.54,4,1.93,0.376,0.97,0.064,60,85,120.0
bangalore,9,1.0,1,75.3,1,1.88,0.382,0.188,0.055,58,80,92.92
delhi,6,1.5,5,42.35,1,1.81,0.481,0.66,0.073,60,85,120.0
chennai,4,0.9,1,47.06,0,4.49,0.59,0.582,0.086,62,95,93.16
pune,10,0.8,1,59.3,1,1.35,0.08,0.194,0.067,55,65,60.0
pune,0,0.7,1,59.99,1,3.48,0.062,0.02,-0.003,55,65,60.0
mumbai,11,0.7,1,79.92,1,1.05,0.923,0.184,0.1,65,100,82.62
pune,9,1.0,5,43.88,6,4.18,0.212,0.191,0.08,55,65,71.33
bangalore,8,1.3,1,57.08,3,4.52,0.32,0.407,0.058,58,80,115.39
mumbai,0,0.7,9,69.09,0,4.37,0.55,0.231,0.138,65,100,68.87
delhi,8,1.3,9,36.12,1,2.53,0.333,0.867,0.05,60,85,120.0
bangalore,11,0.7,9,56.96,2,1.43,0.348,0.168,0.077,58,80,60.0
pune,7,1.5,1,60.81,2,3.44,0.201,0.251,0.035,55,65,98.87
pune,6,1.5,9,58.08,5,1.69,0.291,0.327,0.055,55,65,111.34
delhi,7,1.5,9,40.35,2,2.34,0.348,0.645,0.068,60,85,120.0
pune,8,1.3,1,49.5,6,4.71,0.113,0.223,0.042,55,65,101.59
mumbai,4,0.9,1,65.42,4,3.63,0.662,0.298,0.096,65,100,109.57
mumbai,9,1.0,1,39.16,1,4.67,1.0,0.179,0.081,65,100,120.0
mumbai,8,1.3,1,88.9,3,1.04,0.839,0.25,0.111,65,100,120.0
delhi,1,0.7,5,45.32,2,1.02,0.25,0.814,0.055,60,85,64.93
mumbai,5,1.3,1,66.35,0,4.64,0.763,0.137,0.101,65,100,120.0
delhi,7,1.5,9,75.42,5,4.92,0.368,0.712,0.09,60,85,120.0
bangalore,5,1.3,9,43.74,2,2.47,0.24,0.405,0.069,58,80,111.96
mumbai,0,0.7,1,68.48,0,3.63,0.82,0.18,0.111,65,100,78.97
pune,0,0.7,1,53.92,3,0.96,0.203,0.201,0.048,55,65,60.0
pune,0,0.7,1,63.95,3,0.56,0.276,0.283,0.019,55,65,60.0
mumbai,9,1.0,5,52.85,3,3.59,0.822,0.381,0.107,65,100,116.08
chennai,2,0.8,1,75.3,0,1.7,0.53,0.452,0.07,62,95,85.65
bangalore,5,1.3,9,61.17,2,3.77,0.296,0.284,0.037,58,80,106.18
chennai,10,0.8,1,70.86,1,3.21,0.641,0.523,0.06,62,95,88.47
delhi,7,1.5,9,48.7,0,0.17,0.191,0.832,0.064,60,85,120.0
delhi,5,1.3,9,71.96,2,0.5,0.469,0.712,0.098,60,85,120.0
bangalore,8,1.3,5,53.36,3,3.77,0.092,0.434,0.069,58,80,109.72
chennai,8,1.3,5,60.74,2,4.28,0.903,0.5,0.053,62,95,120.0
mumbai,3,0.9,5,53.18,2,3.39,0.857,0.1,0.065,65,100,105.87
delhi,8,1.3,1,60.27,3,2.97,0.55,0.821,0.072,60,85,120.0
delhi,0,0.7,5,65.5,2,2.24,0.574,0.552,0.035,60,85,69.12
pune,0,0.7,1,52.19,3,1.26,0.136,0.24,0.059,55,65,60.0
bangalore,5,1.3,1,71.0,3,2.11,0.192,0.249,0.047,58,80,109.1
chennai,9,1.0,1,74.27,4,1.71,0.797,0.529,0.081,62,95,120.0
chennai,8,1.3,1,61.24,2,4.13,0.634,0.452,0.056,62,95,120.0
mumbai,8,1.3,1,45.3,1,2.47,0.652,0.023,0.062,65,100,120.0
bangalore,6,1.5,5,50.71,3,4.05,0.297,0.42,0.072,58,80,120.0
mumbai,8,1.3,5,56.72,1,2.11,0.933,0.293,0.084,65,100,120.0
chennai,4,0.9,1,50.2,3,2.86,0.686,0.383,0.094,62,95,104.55
delhi,3,0.9,1,73.34,0,3.5,0.457,0.75,0.078,60,85,88.89
chennai,6,1.5,1,57.16,1,2.16,0.708,0.396,0.091,62,95,120.0
pune,0,0.7,9,65.93,3,1.13,0.096,0.27,0.07,55,65,60.0
pune,2,0.8,1,44.43,5,1.37,0.239,0.303,0.02,55,65,61.39
bangalore,0,0.7,9,70.88,1,3.81,0.386,0.192,0.096,58,80,60.0
bangalore,11,0.7,5,56.17,3,4.22,0.455,0.261,0.081,58,80,60.0
pune,3,0.9,1,38.05,2,3.25,0.156,0.171,0.039,55,65,60.74
delhi,7,1.5,9,61.67,2,3.55,0.395,0.607,0.066,60,85,120.0
chennai,11,0.7,1,60.02,1,2.46,0.909,0.582,0.082,62,95,80.46
mumbai,0,0.7,1,58.74,1,1.72,0.763,0.244,0.061,65,100,82.81
delhi,8,1.3,1,80.78,1,0.62,0.512,0.827,0.065,60,85,120.0
pune,5,1.3,1,62.08,2,1.31,0.174,0.26,0.055,55,65,93.24
chennai,6,1.5,9,60.51,3,0.71,0.493,0.479,0.065,62,95,120.0
bangalore,5,1.3,5,68.56,2,0.1,0.157,0.263,0.065,58,80,112.19
pune,4,0.9,5,71.04,0,1.62,0.354,0.293,0.061,55,65,60.0
pune,9,1.0,1,55.69,1,1.6,0.148,0.141,0.066,55,65,69.76
chennai,7,1.5,9,48.22,2,4.36,0.737,0.422,0.068,62,95,120.0
mumbai,0,0.7,1,47.22,0,3.46,0.666,0.065,0.09,65,100,76.17
bangalore,6,1.5,5,64.33,3,0.38,0.26,0.372,0.026,58,80,120.0
pune,9,1.0,1,46.52,1,3.81,0.236,0.373,0.056,55,65,72.35
bangalore,2,0.8,9,65.98,0,2.09,0.264,0.449,0.054,58,80,65.74
delhi,3,0.9,9,50.54,0,3.47,0.537,0.65,0.055,60,85,77.5
mumbai,9,1.0,9,59.27,2,1.64,0.599,0.231,0.093,65,100,107.47
pune,10,0.8,9,69.96,2,3.37,0.287,0.189,0.032,55,65,60.0
delhi,9,1.0,5,66.94,2,4.91,0.527,0.749,0.044,60,85,98.88
mumbai,6,1.5,1,64.73,3,0.26,0.936,0.231,0.075,65,100,120.0
bangalore,6,1.5,9,50.49,5,2.24,0.286,0.31,0.08,58,80,120.0
delhi,2,0.8,9,48.29,0,2.45,0.466,0.539,0.07,60,85,71.44
bangalore,2,0.8,5,46.05,7,0.49,0.356,0.097,0.036,58,80,82.46
pune,7,1.5,9,53.7,7,2.37,0.311,0.258,0.051,55,65,107.5
delhi,4,0.9,9,62.64,0,3.68,0.452,0.693,0.068,60,85,83.02
mumbai,11,0.7,9,74.31,3,1.87,0.77,0.298,0.122,65,100,80.09
pune,3,0.9,5,54.0,2,1.54,0.2,0.02,0.032,55,65,60.0
